4053.71,18,Barium
4080.9615,13,Barium
4084.8673,43,Barium
4087.2467,8,Barium
4087.3435,9,Barium
4130.6491,910,Barium
4132.4266,309,Barium
4166.0014,103,Barium
4179.3487,14,Barium
4223.9634,34,Barium
4239.5552,25,Barium
4242.605,17,Barium
4264.4174,42,Barium
4267.9199,8,Barium
4283.0973,530,Barium
4291.1571,26,Barium
4305.1815,6,Barium
4309.2662,4,Barium
4309.2662,4,Barium
4323.0031,61,Barium
4325.1085,18,Barium
4332.9146,39,Barium
4350.3255,271,Barium
4359.5269,9,Barium
4402.5386,273,Barium
4406.8319,29,Barium
4413.6612,13,Barium
4431.8943,374,Barium
4467.0914,30,Barium
4488.98,234,Barium
4493.638,137,Barium
4504.348,5,Barium
4505.924,209,Barium
4523.167,327,Barium
4524.926,188,Barium
4554.033,9300,Barium
4573.853,230,Barium
4579.638,580,Barium
4589.756,22,Barium
4591.824,28,Barium
4599.717,108,Barium
4604.983,28,Barium
4619.92,40,Barium
4628.331,63,Barium
4673.619,133,Barium
4691.614,306,Barium
4697.44,15,Barium
4699.095,24,Barium
4700.422,80,Barium
4724.713,8,Barium
4726.434,371,Barium
4877.647,66,Barium
4899.927,273,Barium
4902.848,63,Barium
4934.077,6900,Barium
4947.312,25,Barium
4957.092,10,Barium
4995.644,5,Barium
5012.954,5,Barium
5012.954,5,Barium
5049.55,10,Barium
5054.958,19,Barium
5097.54,10,Barium
5102.25,12,Barium
5134.54,10,Barium
5159.876,80,Barium
5253.804,5,Barium
5305.701,6,Barium
5424.548,199,Barium
5437.318,5,Barium
5519.044,280,Barium
5535.481,1830,Barium
5535.869,112,Barium
5593.308,5,Barium
5679.995,21,Barium
5680.176,41,Barium
5777.618,740,Barium
5784.042,5,Barium
5800.226,203,Barium
5805.681,419,Barium
5818.812,14,Barium
5826.274,610,Barium
5853.675,331,Barium
5907.636,94,Barium
5971.698,700,Barium
5978.461,8,Barium
5997.087,620,Barium
5998,10,Barium
6019.47,610,Barium
6063.114,840,Barium
6083.394,5,Barium
6101.99,13,Barium
6110.783,880,Barium
6129.233,5,Barium
6141.713,1510,Barium
6341.68,900,Barium
6377.11,10,Barium
6383.76,10,Barium
6411.112,3,Barium
6450.851,580,Barium
6482.908,1770,Barium
6496.898,900,Barium
6498.76,1060,Barium
6526.17,8,Barium
6527.311,890,Barium
6595.325,740,Barium
6654.114,9,Barium
6675.27,462,Barium
6693.842,454,Barium
6769.477,6,Barium
6771.858,4,Barium
6865.686,62,Barium
6867.905,8,Barium
6874.079,7,Barium
6874.079,7,Barium
6961.482,1,Barium
