4005.24,400,Iron
4009.71,60,Iron
4014.53,80,Iron
4021.87,100,Iron
4040.64,50,Iron
4045.81,4000,Iron
4063.59,1500,Iron
4066.98,50,Iron
4067.98,50,Iron
4071.74,1200,Iron
4076.63,40,Iron
4100.74,40,Iron
4107.49,40,Iron
4118.54,150,Iron
4127.6,40,Iron
4132.06,400,Iron
4134.68,80,Iron
4137,40,Iron
4143.42,200,Iron
4143.87,800,Iron
4153.9,40,Iron
4154.5,50,Iron
4156.8,60,Iron
4172.74,50,Iron
4174.91,60,Iron
4175.64,50,Iron
4177.59,50,Iron
4181.75,120,Iron
4184.89,50,Iron
4187.04,120,Iron
4187.8,120,Iron
4191.43,80,Iron
4195.32,40,Iron
4198.3,150,Iron
4199.1,40,Iron
4202.03,300,Iron
4203.98,40,Iron
4206.7,80,Iron
4210.34,80,Iron
4216.18,400,Iron
4219.36,100,Iron
4222.21,50,Iron
4225.96,50,Iron
4227.42,200,Iron
4233.6,100,Iron
4235.94,250,Iron
4238.8,50,Iron
4247.43,50,Iron
4250.12,200,Iron
4250.79,300,Iron
4258.32,40,Iron
4260.47,800,Iron
4271.15,250,Iron
4271.76,1200,Iron
4282.4,1200,Iron
4291.46,80,Iron
4299.23,250,Iron
4307.9,1200,Iron
4315.08,150,Iron
4325.76,1500,Iron
4352.73,80,Iron
4369.77,80,Iron
4375.93,800,Iron
4383.54,3000,Iron
4404.75,1200,Iron
4415.12,300,Iron
4427.3,600,Iron
4461.65,400,Iron
4466.55,120,Iron
4476.02,80,Iron
4482.17,80,Iron
4482.25,200,Iron
4489.74,50,Iron
4528.61,50,Iron
4647.43,30,Iron
4736.77,30,Iron
4859.74,50,Iron
4871.32,120,Iron
4872.14,60,Iron
4878.21,30,Iron
4890.75,100,Iron
4891.49,250,Iron
4903.31,30,Iron
4918.99,150,Iron
4920.5,500,Iron
4957.6,1500,Iron
5001.86,80,Iron
5001.91,18,Iron
5005.71,30,Iron
5006.12,100,Iron
5012.07,60,Iron
5014.94,30,Iron
5030.77,25,Iron
5041.76,150,Iron
5049.82,30,Iron
5051.63,30,Iron
5074.75,25,Iron
5100.73,18,Iron
5110.36,150,Iron
5133.69,40,Iron
5139.25,40,Iron
5139.46,100,Iron
5151.91,25,Iron
5162.27,30,Iron
5166.28,80,Iron
5167.49,2500,Iron
5168.89,80,Iron
5171.6,500,Iron
5191.45,50,Iron
5192.34,80,Iron
5194.94,200,Iron
5204.58,30,Iron
5215.18,25,Iron
5216.27,150,Iron
5216.85,18,Iron
5226.86,60,Iron
5227.15,1000,Iron
5232.94,250,Iron
5260.26,18,Iron
5266.56,100,Iron
5269.54,1200,Iron
5270.36,800,Iron
5281.79,30,Iron
5283.62,60,Iron
5302.3,25,Iron
5324.18,150,Iron
5328.04,800,Iron
5328.53,300,Iron
5332.9,100,Iron
5339.93,80,Iron
5341.02,500,Iron
5364.87,25,Iron
5367.47,40,Iron
5369.96,50,Iron
5371.49,400,Iron
5383.37,60,Iron
5393.17,40,Iron
5397.13,300,Iron
5404.12,60,Iron
5405.77,250,Iron
5410.91,30,Iron
5415.2,60,Iron
5424.07,60,Iron
5427.83,30,Iron
5429.7,250,Iron
5434.52,100,Iron
5446.87,200,Iron
5455.45,25,Iron
5455.61,120,Iron
5465.93,16,Iron
5466.94,20,Iron
5482.31,16,Iron
5497.52,25,Iron
5501.46,20,Iron
5506.2,18,Iron
5506.78,30,Iron
5569.62,30,Iron
5572.84,60,Iron
5586.76,120,Iron
5615.64,200,Iron
5624.54,20,Iron
5662.52,50,Iron
5762.99,20,Iron
5862.35,30,Iron
5914.11,30,Iron
5986.96,30,Iron
5961.71,18,Iron
5962.4,30,Iron
6065.48,40,Iron
6102.16,30,Iron
6136.61,40,Iron
6137.69,40,Iron
6147.73,30,Iron
6149.24,20,Iron
6191.56,40,Iron
6213.43,30,Iron
6219.28,30,Iron
6230.73,40,Iron
6238.37,20,Iron
6246.32,20,Iron
6247.56,80,Iron
6252.55,30,Iron
6393.6,20,Iron
6400,30,Iron
6411.65,20,Iron
6416.9,20,Iron
6421.35,20,Iron
6430.84,30,Iron
6446.43,20,Iron
6456.38,200,Iron
6494.98,60,Iron
6516.05,20,Iron
6546.24,20,Iron
6592.91,20,Iron
6677.99,40,Iron
