4046.56,1800,Mercury
4077.83,150,Mercury
4108.05,40,Mercury
4339.22,125,Mercury
4347.49,240,Mercury
4358.33,2000,Mercury
4398.62,100,Mercury
4660.28,90,Mercury
4855.72,80,Mercury
4883,5,Mercury
4889.91,5,Mercury
4916.07,80,Mercury
4970.37,5,Mercury
4980.64,5,Mercury
5102.7,20,Mercury
5120.64,40,Mercury
5128.45,100,Mercury
5137.94,20,Mercury
5290.74,20,Mercury
5316.78,5,Mercury
5354.05,60,Mercury
5384.63,30,Mercury
5460.74,1100,Mercury
5549.63,30,Mercury
5675.86,160,Mercury
5769.6,1240,Mercury
5789.66,1100,Mercury
5790.66,280,Mercury
5803.78,140,Mercury
5859.25,60,Mercury
5871.73,60,Mercury
5871.98,20,Mercury
6072.72,20,Mercury
6149.5,1000,Mercury
6234.4,30,Mercury
6521.13,80,Mercury
6716.43,160,Mercury
6907.52,250,Mercury
7081.9,250,Mercury
7091.86,200,Mercury
